genex	geney	idx	idy	r
CG43209	thoc7	04_N13	02_E18	0.44759582081340443
CG12479	CG43209	13_P1	04_N13	0.4058251482427035
CG43218	CG7246	15_F7	19_J3	0.40345918762247174
CG34432	CG43218	17_A1	15_F7	0.38706008475925213
CG43218	CG6227	15_F7	15_G3	0.3577078633452297
CG13855	CG43222	18_J1	02_M6	0.40248007141644737
CG43222	stv	02_M6	14_G3	0.3578760611812177
CG43222	Obp69a	02_M6	12_O17	0.355821913563162
CG43232	VhaM9.7-c	12_M6	06_A8	0.382239675696405
CG43232	CG8006	12_M6	12_L10	0.3739559290112208
CG43233	CG8093	04_N7	04_N10	0.5675489108740605
CG32335	CG43233	08_E17	04_N7	0.5338259272472738
CG43233	jbug	04_N7	01_A17	0.48913289450703973
CG43236	Ilp5	08_C11	12_K13	0.41034305480056893
CG43236	Syn2	08_C11	08_E11	0.4057387791396709
CG43244	Tret1-1	04_E3	04_J2	0.6440155890284729
CG10151	CG43244	04_I1	04_E3	0.5842959160412551
CG43244	Gr28b	04_E3	04_O3	0.5465965018493052
CG43248	koi	05_L3	07_F8	0.49767154521099694
CG43248	Or47a	05_L3	12_G12	0.4948654424270443
CG4324	CG7567	18_D12	04_O7	0.42263790842934296
CG4324	Toll-9	18_D12	12_N15	0.38525420036698116
CG4324	yuri	18_D12	16_D2	0.34988348542880787
CG4022	CG43271	15_H16	13_A22	0.39180057792075684
CG43271	SkpA	13_A22	19_H20	0.3755366752373055
CG43271	GstE14	13_A22	18_N6	0.3567980444530523
CG43292	tomboy40	19_L11	02_C11	0.5744621738139192
CG43292	Hr83	19_L11	01_M10	0.5275671915922668
CG4329	Prestin	01_G9	13_A8	0.39868005420415703
CG4329	Su(var)3-7	01_G9	12_N20	0.39535837773204147
CG43307	ScsbetaG	13_E8	05_K5	0.4614762272863539
CG43307	MESK2	13_E8	15_G19	0.434500750834215
CG43307	CG7548	13_E8	04_M10	0.4052138407284305
CG43308	CG8245	04_N3	11_H20	0.40123133516254167
CG43308	Df31	04_N3	15_K2	0.3924672728954842
CG11350	CG43308	12_I19	04_N3	0.385215108239538
CG43311	CG9626	10_A18	08_J2	0.4754745703967553
CG43311	CG43689	10_A18	14_K12	0.4093400116269592
CG43311	CG43327	10_A18	10_A17	0.40281126602888323
CG43313	mbt	18_B12	01_F22	0.41322978662508963
CG43313	uzip	18_B12	18_D3	0.4016023768443396
CG43313	CG6044	18_B12	03_L22	0.39555792618283026
CG43316	CG8172	19_O2	15_P10	0.40342591175604214
CG43316	Sfp26Ad	19_O2	19_O6	0.3936437914088355
CG43321	CG4496	12_C16	12_G6	0.3985388744858999
CG43321	Cyp6a21	12_C16	07_I2	0.35636194849378605
CG43321	Tret1-1	12_C16	04_J2	0.3346973643009423
CG43324	Klp54D	06_F18	06_F18	1
CG43324	CG7506	06_F18	08_G23	0.3641497536138333
CG43324	SPoCk	06_F18	07_F20	0.3576986970263424
CG43327	CG43328	10_A17	10_A17	1
CG43327	CG9279	10_A17	10_B6	0.4491851378879975
CG43327	CG45105	10_A17	10_D14	0.44347327849927937
CG43328	CG9279	10_A17	10_B6	0.4491851378879975
CG43328	CG45105	10_A17	10_D14	0.44347327849927937
CG43330	fidipidine	10_K18	01_P24	0.4528355501569129
CG43330	NPFR	10_K18	19_M11	0.42812224238182345
CG43330	Or45a	10_K18	07_G20	0.4171220456482488
CG43331	gek	13_C12	13_D12	0.40320121142854054
CG43331	Hsp22	13_C12	06_L17	0.39722282494969274
CG32668	CG43332	04_B18	11_K1	0.33828472639487567
CG43332	veli	11_K1	03_B22	0.3268074279948784
CG43332	snRNA:U11	11_K1	12_G15	0.3213959344263293
CG43332	CG43333	17_D13	17_D13	1
CG12024	CG43332	08_M18	17_D13	0.41547765241508694
CG12024	CG43333	08_M18	17_D13	0.41547765241508694
AMPKalpha	CG43335	09_L15	10_B8	0.3833329896681367
CG14720	CG43335	17_O2	10_B8	0.3733634649636022
CG12744	CG43335	17_J4	10_B8	0.3706577265702631
CG43337	Prosbeta2	11_J22	13_F10	0.5038987755309853
CG43340	Gba1b	02_H17	11_C5	0.420215353902153
CG43340	Golgin104	02_H17	13_B12	0.41844862419077244
CG43340	Saf-B	02_H17	16_H18	0.4147823590907822
CG14408	CG43350	01_K18	19_N17	0.40023217183823667
CG2157	CG43350	18_M24	19_N17	0.39198616493298366
CG43350	CG7544	19_N17	19_N22	0.3670993542818885
CG43367	Yif1	07_K19	16_C12	0.48962816478320775
CG43367	dind	07_K19	03_F11	0.4509615360706894
CG43367	Dp1	15_O2	10_B1	0.469318099758112
CG43367	CG9184	15_O2	10_O3	0.3930467155910438
CG43367	sona	15_O2	17_P17	0.3712181270109356
CG32694	CG43376	15_C1	01_B11	0.3731012073947277
CG43386	PGRP-SA	09_O13	10_F8	0.3974246395594202
CG12158	CG43386	18_N18	09_O13	0.3765111765812573
CG4338	key	04_J16	13_C23	0.44405765630494654
CG4338	CG4945	04_J16	13_F12	0.417291609063696
CG4338	DnaJ-H	04_J16	06_O6	0.40502910578095624
aux	CG43392	02_E7	17_M18	0.40685377528038064
CG43392	Prosbeta2	17_M18	13_F10	0.3639852568133435
CG43394	Prestin	14_N19	13_A8	0.422679795872683
CG31705	CG43394	07_J13	14_N19	0.41226084190959217
CG43396	PIG-G	04_B1	03_A23	0.4120419486717214
CG42566	CG43396	10_F16	04_B1	0.4006982226100346
CG43401	Nca	13_C16	01_B12	0.3877136244254488
CG32204	CG43401	11_J16	13_C16	0.3688504261300565
CG15099	CG43401	13_H8	13_C16	0.34407277173332385
CG43407	IFT46	10_B2	08_I11	0.5487924844863359
CG43407	CG9522	10_B2	18_D22	0.5047926539138458
CG43407	Srpk79D	10_B2	05_G15	0.498839843624965
CG43441	CG8509	18_M8	02_D6	0.4601576755684531
CG43441	msn	18_M8	02_L10	0.44717493112562817
CG43441	CG4613	18_M8	06_M20	0.42432384940902995
CG43447	DCTN1-p150	19_O23	11_O10	0.5986349416489498
CG43447	DCTN5-p25	19_O23	17_M1	0.580215759442832
CG43447	Dlic	19_O23	19_B11	0.5726813459736906
CG4364	CG5033	16_L2	03_M22	0.543039659156103
CG4364	RpL24-like	16_L2	14_D24	0.539751923055102
CG4364	CG8545	16_L2	18_O9	0.48286236749991324
CG43658	Irk2	12_L5	10_O12	0.49747119116202004
CG43658	Pol32	12_L5	05_D2	0.48130340768778834
CG43658	trr	12_L5	09_J17	0.45793462499390847
CG43672	sl	05_K18	02_L22	0.4457264513085341
CG43672	dock	05_K18	12_N23	0.40215233138571366
CG43672	RhoGAPp190	05_K18	16_H2	0.3986908314957891
CG43675	CG45050	08_N19	08_N19	1
CG43675	wds	08_N19	10_J23	0.4639077239774961
CG43675	cindr	08_N19	16_L24	0.40194099568761715
CG43689	pn	14_K12	03_N5	0.4187889907554493
CG43689	Tcs3	14_K12	11_A20	0.415589133428329
CG30088	CG43689	17_F18	14_K12	0.41207193908485396
CG34456	CG43689	05_B10	15_J5	0.38668747174392065
CG43689	Lnpk	15_J5	12_N5	0.3543357364180206
CG17134	CG43689	16_K8	15_J5	0.35226985243587855
CG43693	SdhBL	15_A18	13_D8	0.3866731003963343
CG43181	CG43693	15_E20	15_A18	0.37583647321924923
CG34402	CG43693	15_B17	15_A18	0.3728667389576718
CG43693	eater	19_A7	19_C3	0.35345250888354773
CG43693	kn	19_A7	11_C18	0.35161098014984704
CG43707	CG9065	18_K6	06_G20	0.4255851162311082
CG43707	Gapdh1	18_K6	11_O11	0.39995528844138756
CG13617	CG43707	01_M5	18_K6	0.39920039829092463
CG43737	cv	03_J20	09_C16	0.39539219918366636
Ccz1	CG43737	19_K1	03_J20	0.39240822120347796
CG43737	CG8399	09_A2	12_J8	0.5046207347271406
CG43737	N	09_A2	18_E18	0.5026014542724043
CG43737	Nrk	09_A2	16_F16	0.4653613256355054
CG4374	mt:CoI	09_J3	14_D9	0.3998069041772551
CG11356	CG4374	05_G14	09_J3	0.3735158422888353
CG43755	Teh4	14_O19	14_K13	0.40579865009009997
CG43755	und	14_O19	04_J22	0.4048524446370093
CG43755	Tsp42Ek	14_O19	02_M10	0.3974281081314123
CG43759	CycK	14_K1	18_C16	0.42497077926316273
CG43759	CG9570	14_K1	11_N2	0.39756997659390275
CG43759	gfzf	14_K1	02_B4	0.35894564944818275
CG16756	CG4375	02_A18	18_A17	0.41291204298958134
CG4375	Srp14	18_A17	06_O1	0.38824204449007027
CG43307	CG4375	13_E8	18_A17	0.3746588366924389
CG4377	Nhe1	04_G9	13_D24	0.3661473211675656
CG4041	CG4377	13_M6	04_G9	0.3366832409820653
CG4377	RtGEF	04_G9	09_J20	0.33078653004889
CG1847	CG43795	14_J12	10_M19	0.3647169781103595
CG43795	Oseg2	10_M19	14_J14	0.34327176629147044
CG43795	mex1	10_M19	10_K16	0.3343390455788092
CG4382	ND-B14.5B	13_L19	14_G2	0.43823688650212334
ari-2	CG4382	13_J24	13_L19	0.38972152445704944
CG4382	Or85d	13_L19	10_G10	0.36864532616815143
CG14095	CG43861	15_I14	03_P6	0.5777302796371543
CG43861	Vta1	03_P6	06_B8	0.5236731891368733
CG11350	CG43861	12_I19	03_P6	0.5107954462090294
CG43867	Pex16	12_G3	06_L3	0.468567103114518
Bet3	CG43894	11_C14	10_A2	0.3723514247593026
CG43894	Lsp1gamma	10_A2	05_P18	0.36420859054961296
CG43897	CG5510	07_N13	19_C11	0.4230724438270587
CG43897	Mco1	07_N13	17_J12	0.3720735722204368
CG43897	cm	07_N13	16_I10	0.37096805805375954
CG43901	GstS1	01_L9	19_K19	0.4194680307071372
CG34283	CG43901	19_C10	01_L9	0.39314647450362583
CG43902	Teh4	17_D14	14_K13	0.37385162945074807
CG34161	CG43902	16_G16	17_D14	0.3615224477971885
CG4390	CG7714	12_D2	17_M12	0.4092154930544811
CG43707	CG4390	18_K6	12_D2	0.3991825482529816
CG4393	CG7589	18_B22	17_N6	0.38811986204172705
CG4393	ine	18_B22	05_L10	0.3768647896346975
CG43980	MagR	11_F8	11_A24	0.41179761013579136
CG43980	Nlp	11_F8	02_E10	0.33391622081843314
CG4404	Lcp9	19_M24	14_N3	0.42345767228450965
CG4404	CG8389	19_M24	02_B22	0.4224231086253893
CG31021	CG4404	01_N22	19_M24	0.42230642847712624
CG12605	CG44098	03_F9	14_M6	0.3862482521969776
CG44098	shop	14_M6	06_B15	0.3676763074098425
CG44153	CG6044	02_J4	03_L22	0.4639695061679881
CG44153	Smyd3	02_J4	11_B9	0.4353227312482673
CG44153	crok	04_E22	15_I24	0.4835158804319805
CG44153	Obp56a	04_E22	15_G24	0.4719048574628674
CG30486	CG44153	01_B20	17_P10	0.45679083090283684
CG44153	Cht10	17_P10	01_A16	0.4326787989573465
CG44153	Ir41a	17_P10	17_P15	0.42193707787984824
CG4415	CG6847	19_C24	19_C1	0.386213990516994
CG4415	lectin-21Ca	19_C24	16_M14	0.370124496970066
CG4415	His1:CG33819	19_C24	03_C16	0.35340212837610163
CG1827	CG44247	03_A9	14_B11	0.42530545095217565
CG44247	Cpr64Ac	14_B11	17_E5	0.41272855566957
CG4424	Smyd4-4	17_A5	07_A9	0.43283125603456035
CG4424	chas	17_A5	05_I17	0.4291068175424186
CG14662	CG4424	17_C1	17_A5	0.3978594838211878
CG44325	l(2)gl	19_F10	17_E18	0.39251437438153214
CG1791	CG44325	10_O18	19_F10	0.35592568453578016
blot	CG44325	03_H23	19_F10	0.3441643344650138
CG4440	pelo	07_G10	03_C8	0.4152844187137443
CG4440	Sting	07_G10	07_H3	0.36990649497654937
CG43248	CG4440	05_L3	07_G10	0.36085917801106926
CG44433	CG44434	08_E20	08_E20	1
CG44433	CG44435	08_E20	08_E20	1
CG44433	nahoda	08_E20	04_G12	0.4666742411619338
CG44434	CG44435	08_E20	08_E20	1
CG44434	nahoda	08_E20	04_G12	0.4666742411619338
CG44435	nahoda	08_E20	04_G12	0.4666742411619338
CG4452	Vps20	05_A11	06_E1	0.44969874146118854
CG4452	Obp99d	05_A11	05_B8	0.3756832607674766
CG30033	CG4455	17_N2	03_F2	0.448390938972202
CG14720	CG4455	17_O2	03_F2	0.4293294582778941
CG4455	pasi2	03_F2	13_A20	0.42417903350628106
CG4459	lobo	15_H8	13_O23	0.4123308686992202
CG13699	CG4459	15_J15	15_H8	0.38931635592694575
CG4461	Ir52c	01_H14	17_D5	0.3577247203658462
CG4461	Nos	01_H14	09_I8	0.35611472400197214
CG4465	MESR4	08_H10	05_K16	0.44397486205058584
CG4465	Debcl	08_H10	01_B10	0.4186287185882915
CG17294	CG4465	09_L14	08_H10	0.3926508125089469
CG13377	CG4467	16_B22	19_I12	0.4946347210238571
CARPA	CG4467	07_P6	19_I12	0.46195589804955134
CG44774	PIG-G	10_C1	03_A23	0.43973791053570727
CG41099	CG44774	05_A24	10_C1	0.42273514971578713
CG2493	CG44774	11_C17	10_C1	0.37918026683940614
CG4477	Npc1a	16_P5	11_E24	0.4152731191421199
CG31373	CG44836	08_P24	08_I20	0.4662654303096195
CG44836	Fsn	08_I20	06_B18	0.3863301295296784
CG44836	REPTOR	09_G18	19_F15	0.41481515981111666
CG44836	CG7556	09_G18	17_I2	0.38604117846417957
CG44836	Trxr-1	09_G18	05_K1	0.3743766684430091
CG15506	CG44837	07_M10	13_E7	0.41641270918929557
CG44837	Phae2	13_E7	02_N19	0.384337332659454
CG2865	CG44837	10_K13	13_E7	0.36585878010260525
CG44838	Tret1-1	03_J5	04_J2	0.6166843075932885
CG44838	Muc91C	03_J5	04_I2	0.6026843378635397
CG17325	CG4496	02_P7	12_G6	0.5122127837655469
CG13377	CG4496	16_B22	12_G6	0.47918424694064454
CG13473	CG4496	07_P20	12_G6	0.4280943850770505
CG45002	trc	02_D16	10_L3	0.44574045050063765
CG15764	CG45002	15_M6	02_D16	0.3698567431296407
CG45002	LBR	02_D16	03_A17	0.36119857319133797
CG45002	CG8838	04_L17	02_J14	0.4100533655582861
CG45002	Cpr72Eb	04_L17	03_H21	0.38117877845626613
CG45002	DCTN1-p150	04_L17	11_O10	0.3762896015694094
CG45050	wds	08_N19	10_J23	0.4639077239774961
CG45050	cindr	08_N19	16_L24	0.40194099568761715
CG45066	CG45067	18_N24	18_N24	1
CG45066	NijC	18_N24	11_B3	0.4166321627381931
CG45066	CG4825	18_N24	12_B4	0.4002568868034741
CG45067	NijC	18_N24	11_B3	0.4166321627381931
CG45067	CG4825	18_N24	12_B4	0.4002568868034741
CG45105	Jheh3	10_D14	10_A5	0.4601059934498638
CG45105	wts	10_G15	13_O12	0.3968065780092841
CG45105	fz3	10_G15	07_L12	0.3845288950480052
CG4520	tex	05_I22	17_K12	0.3808874312677989
CG4520	GV1	05_I22	10_I11	0.36427267348601156
CG45263	RhoGAP54D	07_J3	10_N23	0.4176521437113839
CG45263	Prosbeta2	07_J3	13_F10	0.40131490676328835
CG45263	grau	07_J3	13_G11	0.3650816800370606
CG41099	CG4537	05_A24	07_C16	0.406964716866853
CG12129	CG4537	08_B16	07_C16	0.3874982742744317
CG4537	Nca	07_C16	01_B12	0.37941300045647786
CG4552	Sos	06_O7	18_A8	0.7154167674165922
CG4552	svr	06_O7	05_E9	0.6975879322291836
CG4552	Pi3K68D	06_O7	06_L11	0.6796337477552009
CG4554	Nab2	16_K19	16_A24	0.5153883467644604
CG1824	CG4554	17_I7	16_K19	0.5051417582160233
CG4554	PGRP-LB	16_K19	16_A23	0.5048396023053613
CG4562	Sox15	11_L5	05_I11	0.48309857249063853
CG4562	Csp	11_L5	05_E19	0.41175258234935397
CG4562	EcR	11_L5	13_N24	0.4079565138396586
Alh	CG4563	09_M20	15_P14	0.4084015878046378
CG4563	CG8420	15_P14	08_F16	0.4062839151216754
CG4565	CG4813	07_D7	08_L1	0.5059127506748907
CG12479	CG4565	13_P1	07_D7	0.41864182509781656
CG4572	ClC-b	08_E12	02_L16	0.5631187173341755
CG30466	CG45782	01_B23	01_H24	0.45860356565876526
CG45782	jdp	01_H24	19_E9	0.45084922406637334
CG4586	gol	07_C8	13_P6	0.3821236302890384
ATPsynB	CG4586	03_L11	07_C8	0.3622701788039757
CG4586	ssp	07_C8	12_I16	0.34866713665281573
ACXC	CG4587	16_C23	02_N2	0.546289453911104
CG1824	CG4587	17_I7	02_N2	0.5303483271943008
CG4587	Nab2	02_N2	16_A24	0.5125659357226015
CG4592	sna	03_G10	16_I12	0.33820888154955764
CalpB	CG4592	08_H3	03_G10	0.3217702170822559
CG4592	nmdyn-D7	03_G10	05_H8	0.3216118108562549
CG4594	NAAT1	16_O17	03_A21	0.4759587016603941
CG4594	comr	16_O17	16_B23	0.4355107341086654
CG4596	Cyp303a1	16_B12	02_N11	0.4627627331963902
CG4596	PIG-U	16_B12	09_M1	0.39623317268223646
CG4596	DCTN4-p62	16_B12	08_G5	0.38692227863520606
CG46025	FMRFaR	04_O2	18_H20	0.38386164107212956
CG13001	CG46025	18_J12	04_O2	0.37562905687746695
CG46025	cv	12_I20	09_C16	0.426428298635395
CG46025	Su(z)12	12_I20	10_L6	0.3899792413277846
CG46025	CG7296	12_I20	05_J15	0.38697661845678294
CG13500	CG4610	16_N22	03_G18	0.4006615424979513
CG4610	CG6847	03_G18	19_C1	0.3852344622931676
CG4610	side-III	03_G18	15_A21	0.38262912832059987
CG4612	GAPcenA	12_I2	01_F18	0.4365499459710402
CG4612	rdx	12_I2	13_B11	0.3940962281454567
CG4613	Prosbeta2	06_M20	13_F10	0.5828791708390287
CG4613	fng	06_M20	03_A22	0.4954482806544281
CG4613	Ppi1	06_M20	12_A4	0.47973391072484445
CG4617	esg	17_A2	17_K1	0.45358867181275353
CG11370	CG4617	16_O24	17_A2	0.43678731927462205
CG4622	Sesn	19_P4	19_P22	0.46117937253932606
CG13449	CG4622	19_P7	19_P4	0.4488881389583651
bon	CG4622	19_P12	19_P4	0.42809543041916803
CG46280	CG46281	16_E8	16_E8	1
CG4630	CG5909	03_C19	03_D16	0.4163907423832651
CG4630	CG9752	03_C19	05_A23	0.40904954675906574
CG4630	CG4734	03_C19	03_D14	0.403680480493722
CG4631	MCPH1	08_H4	06_L6	0.41540388768304815
CG4631	Crk	08_H4	06_H16	0.4002756104264707
CG46385	Npc2h	16_P17	16_P24	0.5658155272174251
CG46385	uex	16_P17	16_P22	0.556959602504904
CG1824	CG46385	17_I7	16_P17	0.4965070447203256
CG4645	RhoGAP92B	15_K1	07_I9	0.3888911841426344
CG4645	Dysb	15_K1	08_E7	0.37603059492086094
AP-2sigma	CG4645	06_F22	15_K1	0.3586706349459959
cd	CG4646	06_K9	08_L16	0.4060910971477126
CG4646	CG9269	08_L16	15_C13	0.3743684968805701
CG4646	CG9986	08_L16	11_B22	0.35994952363665483
CG4660	Cht10	01_A4	01_A16	0.5220540508542832
CG4660	fidipidine	01_A4	01_P24	0.5181594375284306
CG4661	GC2	02_H10	01_A14	0.4260540348963551
CG4661	Kaz1-ORFB	02_H10	04_B15	0.4176251155296257
CG1571	CG4662	05_I12	14_C15	0.3869439411601586
CG4662	tra2	14_C15	01_G12	0.3687833974622168
CG12182	CG4662	01_D3	14_C15	0.3628289334591347
CG4681	Pih1D1	06_B19	11_K13	0.4253020840002126
CG4681	Elp3	06_B19	17_I20	0.42116484989627834
CG4681	Ddx1	06_B19	09_D9	0.3718102924575357
CG4686	CR11235	04_L18	10_M23	0.4043409119719559
CG4686	Upf2	04_L18	18_C9	0.36080527079222663
CG4691	SkpE	14_O7	01_J18	0.4049167374629055
CG33170	CG4691	17_L18	14_O7	0.36482737764462864
CG4701	RpS16	05_F10	04_P8	0.4771937576462822
CG4701	RpS5a	05_F10	04_P2	0.4604839366589642
CG4701	RpS2	05_F10	14_P24	0.4109108811826105
CG4702	snRNA:U1:95Cb	05_N14	06_A9	0.414904418817494
CG4702	CG5882	05_N14	06_D8	0.3754245739694686
CG32576	CG4702	19_K9	05_N14	0.35903345542313425
CG4707	Ttd14	03_H17	15_J7	0.4254404423758251
CG4707	hyd	03_H17	09_M6	0.41423023697304195
CG2127	CG4709	08_I4	09_M12	0.40806953794028167
CG4709	CG6761	09_M12	06_C13	0.4023050067792981
CG4709	snk	09_M12	15_E1	0.36623347505497433
CG4712	fkh	14_L7	11_J13	0.3945396364394188
CG4712	Cp18	14_L7	19_B4	0.3622085747395914
CG11436	CG4712	04_M8	14_L7	0.3517939665034464
CG12267	CG4714	08_N3	11_I19	0.33725475823671025
CG42675	CG4714	19_D14	11_I19	0.32040976004110044
CG4733	TTLL12	06_C18	08_K15	0.37212984872921967
CG4733	MetRS-m	06_C18	07_A12	0.3656945710085452
CG11109	CG4733	08_J23	06_C18	0.36116179993536995
CG4734	Cpr67B	03_D14	07_L1	0.4018061061859974
CG4734	milt	03_D14	03_D13	0.37005762291968525
CG43337	CG4757	11_J22	12_J9	0.38090991277344
CG4757	CG8236	12_J9	06_A5	0.3749329991616774
CG4757	Elp3	12_J9	17_I20	0.3721003762072184
CG34353	CG4763	17_F6	07_B11	0.45499729622826895
CG4763	Osi22	07_B11	10_E12	0.44673882263090486
CG12992	CG4766	04_A15	14_B9	0.4250998382231853
Cec2	CG4766	18_P2	14_B9	0.3853390831160777
CG4768	PGRP-LB	02_O3	16_A23	0.43564781239334155
CG4768	Sec23	02_O3	16_F12	0.42660802942774817
CG4554	CG4768	16_K19	02_O3	0.41281650225543576
CG42500	CG4770	04_C16	01_J22	0.46229301114876703
CG4770	TwdlP	01_J22	18_P24	0.448821521379624
CG4783	sti	10_C6	18_O13	0.38061899878986727
CG4783	Rim	10_C6	06_I17	0.3797731558433483
CG4783	TTLL4A	10_C6	08_M17	0.3479728097505712
CG12479	CG4788	13_P1	04_O1	0.48614365476405436
CG10265	CG4788	04_P1	04_O1	0.45307075729512564
Arl1	CG4789	13_M2	15_K17	0.39753625141948634
Bet5	CG4789	12_H17	15_K17	0.3749615614011507
CG4789	ttk	15_K17	07_A3	0.37063933989691433
CG4793	CG6923	16_G5	16_J10	0.45844691164967044
CG4793	Pgam5	16_G5	17_H23	0.4298201489723168
CG4806	CG8939	13_I12	13_K7	0.6831521951244596
CG4806	CG7839	13_I12	17_K8	0.6715041685781838
CG4813	l(2)37Cb	08_L1	02_C20	0.42652125810918357
CG4813	side-VIII	08_L1	14_K24	0.42167240104547377
CG4815	Gli	19_I14	19_H14	0.4117919375655104
CG34038	CG4815	19_N13	19_I14	0.3560755388107014
AP-1mu	CG4825	03_P5	12_B4	0.40785012606027077
CG4829	papi	05_J23	09_D7	0.440855440791087
CG4829	SMSr	05_J23	05_F24	0.4160371946052715
CG4829	drl	05_J23	01_D10	0.4124412170060404
CG4842	spidey	02_N12	03_L17	0.3781494424597884
CG4842	LManVI	02_N12	03_I16	0.37005954573901195
CG4842	Orcokinin	02_N12	01_B15	0.36756336222130603
CG4847	toe	04_N8	17_J10	0.4519198130065712
ben	CG4847	07_O9	04_N8	0.44914007716658677
CG4849	l(3)72Ab	09_E9	07_J24	0.5845258050953651
Cdc5	CG4849	13_N2	09_E9	0.5779133190760984
CG4849	Prp3	09_E9	12_H9	0.5729498713282734
CG4860	Mob2	07_K1	03_H6	0.3835931832253693
CG4860	lmd	07_K1	16_K5	0.3672609550662942
CG4866	l(1)G0004	04_F24	02_A23	0.6297927396132398
CG4866	CG9799	04_F24	13_O2	0.5457756114640945
CG4872	CG9269	18_N1	15_C13	0.3969839816060871
CG4872	Cyp28d2	18_N1	16_I3	0.38280079522395266
CG4880	sd	10_A8	17_C24	0.4290177262291302
CG4880	Ndg	10_A8	09_A7	0.37407675553400793
CG4880	E(bx)	10_A8	07_D12	0.37038041277117834
CG4882	mRpL53	01_L8	12_K24	0.5662222798061981
CG4882	mRpS31	01_L8	02_L6	0.5624997989332637
CG4882	CG6512	01_L8	01_I5	0.542353621497584
CG4884	Mec2	05_K9	01_M7	0.38903840635538617
CG4884	Seipin	05_K9	11_E3	0.3659230850412677
CG4892	ITP	13_E5	02_O2	0.41798546456281266
CG4892	Mco1	13_E5	17_J12	0.39823531884818925
CG4892	SIFaR	13_E5	16_K16	0.3964811204887198
CG4911	sls	19_I9	06_K5	0.48104565867876914
CG4911	CG6923	19_I9	16_J10	0.48024385463477853
CG4928	CG8861	02_K15	02_F5	0.39350922505219926
CG32284	CG4928	03_N10	02_K15	0.39321930545463485
CG44433	CG4935	08_E20	19_L8	0.3627441895664064
CG44434	CG4935	08_E20	19_L8	0.3627441895664064
CG44435	CG4935	08_E20	19_L8	0.3627441895664064
CG4936	RpII215	09_B11	13_F19	0.5828984490730168
Cdk2	CG4936	13_P8	09_B11	0.5638483039631964
CG4936	PCNA	09_B11	18_I7	0.5488934236317038
CG4945	Snmp2	13_F12	18_H17	0.45781501563144256
CG4945	Spn43Ab	13_F12	18_K10	0.4259768527596785
CG4949	SNF4Agamma	14_O15	06_M23	0.45160251236026305
CG4949	Pten	14_O15	13_H7	0.4304011437958886
CG4949	lqf	14_O15	05_A20	0.4233492301123244
CG4953	Fer2LCH	02_A6	08_C5	0.4249960677721862
CG4953	Myc	02_A6	06_J12	0.41835577342876873
CG4953	Cog7	02_A6	13_D19	0.41564183473879696
CG4960	CSN8	14_E2	05_M13	0.4324424149899567
CG4960	CSN5	14_E2	13_L1	0.4067939073060075
CG5002	Scamp	12_D18	13_I17	0.45144735679332754
Ccp84Ac	CG5002	02_F22	12_D18	0.43645414781697534
CG13005	CG5002	07_N23	12_D18	0.417365531430413
CG5004	Vta1	16_G2	06_B8	0.5460643763288936
CG5004	CG9083	16_G2	03_H8	0.5172451499215365
CG5004	tyf	16_G2	07_E24	0.5075721705375669
CG5021	Srp14	13_M3	06_O1	0.48024447503886125
CG13005	CG5021	07_N23	13_M3	0.41977503482111456
CG5023	Ykt6	02_M7	09_G13	0.3516468945001349
CG5023	Mst57Dc	02_M7	15_F17	0.33154511767085754
CG5027	Mocs2A	01_D12	01_B8	0.4637662849353864
CG5027	PIG-G	01_D12	03_A23	0.45031859156449633
CG41099	CG5027	05_A24	01_D12	0.38833855931129146
CG32344	CG5033	17_C22	03_M22	0.6566990342282658
CG5033	CG7839	03_M22	17_K8	0.6413348026013292
CG5033	CG6937	03_M22	03_O5	0.6370025676462727
CG5048	Vps60	06_D23	05_M7	0.37922440993132794
CG5048	Dhc36C	06_D23	18_D6	0.372430023710365
CG5048	CG6738	06_D23	16_K15	0.36245003313238433
CG5065	Mco1	13_D10	17_J12	0.4147601459768733
CG5065	Hip1	13_D10	17_L17	0.39705717853684985
CG5065	CG9890	13_D10	13_F3	0.3800380637874453
CG14977	CG5078	18_N11	05_K6	0.4326813618105602
CG5078	RagC-D	05_K6	12_J15	0.3959670623289906
CG5078	mv	05_K6	06_J4	0.3673435185671393
CG5080	mal	18_G24	11_E9	0.5670409193246262
CG13631	CG5080	19_P3	18_G24	0.44493119495575945
CG5087	lawc	04_J8	10_C11	0.4644435862487705
CG4617	CG5087	17_A2	04_J8	0.4179234456586339
bon	CG5087	19_P12	04_J8	0.3821135771535923
CG10984	CG5089	08_O14	17_F9	0.4082577092828271
CG5096	Rb97D	15_B14	04_I21	0.38952500694807257
CG5096	Tmc	15_B14	12_I8	0.3677167369223857
CG34221	CG5096	04_O23	15_B14	0.36612312426978305
CG15403	CG5098	01_C19	13_I11	0.41062491188988814
CG43198	CG5098	10_A24	13_I11	0.35989861191743977
CG5103	jbug	14_C22	01_A17	0.43549622726872006
CG4770	CG5103	01_J22	14_C22	0.4272847490225139
CG5103	TrxT	14_C22	01_G19	0.42486385228259793
CG5111	Ir94a	02_C7	06_M16	0.4144691323186954
CG5114	Nmd3	05_K7	18_H3	0.6609128262554849
CG5114	CG7839	05_K7	17_K8	0.6378329350195343
CG13096	CG5114	13_E11	05_K7	0.6361464397232905
CG30033	CG5116	17_N2	14_F1	0.4784096481385104
